filename,class,color_hue_mean,color_hue_std,color_saturation_mean,color_saturation_std,color_value_mean,color_value_std,texture_contrast,texture_dissimilarity,texture_homogeneity,texture_energy,texture_correlation,texture_asm
glass116_rot270.png,glass,8.626164754,8.968041789,37.00909932,38.77372758,69.67107646,74.09584114,685.8634049,11.28795968,0.532145069,0.480935529,0.923180863,0.231298983
glass116_rot90.png,glass,8.626164754,8.968041789,37.00909932,38.77372758,69.67107646,74.09584114,685.8634049,11.28795968,0.532145069,0.480935529,0.923180863,0.231298983
glass118.png,glass,7.055226644,10.9214308,44.36761475,74.11037531,17.79262797,34.56184735,270.3436113,4.671859591,0.758848864,0.663295292,0.854148858,0.439960645
glass118_rot180.png,glass,7.055226644,10.9214308,44.36761475,74.11037531,17.79262797,34.56184735,270.3436113,4.671859591,0.758848864,0.663295292,0.854148858,0.439960645
glass118_rot270.png,glass,7.055226644,10.9214308,44.36761475,74.11037531,17.79262797,34.56184735,342.3140666,5.919597213,0.712314157,0.652341793,0.815986321,0.425549814
glass118_rot90.png,glass,7.055226644,10.9214308,44.36761475,74.11037531,17.79262797,34.56184735,342.3140666,5.919597213,0.712314157,0.652341793,0.815986321,0.425549814
glass11_rot180.png,glass,6.326553345,14.35768164,17.13517253,42.98911873,18.35435994,47.40755098,262.842394,4.045806624,0.83070367,0.80825718,0.93402264,0.653279669
glass11_rot270.png,glass,6.326553345,14.35768164,17.13517253,42.98911873,18.35435994,47.40755098,594.7192241,6.70192942,0.818076315,0.802903088,0.851135571,0.644653369
glass11_rot90.png,glass,6.326553345,14.35768164,17.13517253,42.98911873,18.35435994,47.40755098,594.7192241,6.70192942,0.818076315,0.802903088,0.851135571,0.644653369
glass133.png,glass,14.0276591,44.93698532,23.01802572,53.02966467,18.90430705,44.22290046,225.8098188,4.351701183,0.789329887,0.752838094,0.87435964,0.566765196
glass133_rot180.png,glass,14.0276591,44.93698532,23.01802572,53.02966467,18.90430705,44.22290046,225.8098188,4.351701183,0.789329887,0.752838094,0.87435964,0.566765196
glass133_rot270.png,glass,14.0276591,44.93698532,23.01802572,53.02966467,18.90430705,44.22290046,159.5758369,3.558707124,0.797929174,0.756455477,0.911242399,0.572224889
glass133_rot90.png,glass,14.0276591,44.93698532,23.01802572,53.02966467,18.90430705,44.22290046,159.5758369,3.558707124,0.797929174,0.756455477,0.911242399,0.572224889
glass135.png,glass,9.097122192,29.9931038,14.25838725,34.12400663,28.86278788,58.25825285,400.7882561,6.013364974,0.778631836,0.743152033,0.933862346,0.552274944
glass135_rot180.png,glass,9.097122192,29.9931038,14.25838725,34.12400663,28.86278788,58.25825285,400.7882561,6.013364974,0.778631836,0.743152033,0.933862346,0.552274944
glass135_rot270.png,glass,9.097122192,29.9931038,14.25838725,34.12400663,28.86278788,58.25825285,395.9510224,5.941261956,0.765546975,0.739965221,0.934824723,0.547548528
glass135_rot90.png,glass,9.097122192,29.9931038,14.25838725,34.12400663,28.86278788,58.25825285,395.9510224,5.941261956,0.765546975,0.739965221,0.934824723,0.547548528
glass141.png,glass,31.60415649,42.42337795,8.170654297,13.62463532,50.46909587,68.51018782,495.8999887,9.069511218,0.590944111,0.526355603,0.945130118,0.277050221
glass141_rot180.png,glass,31.60415649,42.42337795,8.170654297,13.62463532,50.46909587,68.51018782,495.8999887,9.069511218,0.590944111,0.526355603,0.945130118,0.277050221
glass141_rot270.png,glass,31.60415649,42.42337795,8.170654297,13.62463532,50.46909587,68.51018782,377.0975996,6.298436469,0.619393975,0.522112978,0.958847164,0.272601961
glass141_rot90.png,glass,31.60415649,42.42337795,8.170654297,13.62463532,50.46909587,68.51018782,377.0975996,6.298436469,0.619393975,0.522112978,0.958847164,0.272601961
glass144.png,glass,6.897837321,25.44777802,20.25389099,44.38356126,36.43583171,64.37784163,422.299022,6.23029668,0.756170266,0.728010262,0.932676753,0.529998941
glass144_rot180.png,glass,6.897837321,25.44777802,20.25389099,44.38356126,36.43583171,64.37784163,422.299022,6.23029668,0.756170266,0.728010262,0.932676753,0.529998941
glass144_rot270.png,glass,6.897837321,25.44777802,20.25389099,44.38356126,36.43583171,64.37784163,308.7922473,5.287176369,0.76106527,0.728938146,0.950884458,0.53135082
glass144_rot90.png,glass,6.897837321,25.44777802,20.25389099,44.38356126,36.43583171,64.37784163,308.7922473,5.287176369,0.76106527,0.728938146,0.950884458,0.53135082
glass148.png,glass,7.344863892,11.8874862,16.52361552,28.41242387,43.56134542,72.12763022,492.0612159,7.74978427,0.692883354,0.638996261,0.947745031,0.408316222
glass148_rot180.png,glass,7.344863892,11.8874862,16.52361552,28.41242387,43.56134542,72.12763022,492.0612159,7.74978427,0.692883354,0.638996261,0.947745031,0.408316222
glass148_rot270.png,glass,7.344863892,11.8874862,16.52361552,28.41242387,43.56134542,72.12763022,514.2747413,7.862389718,0.694380318,0.64079303,0.945177244,0.410615708
glass148_rot90.png,glass,7.344863892,11.8874862,16.52361552,28.41242387,43.56134542,72.12763022,514.2747413,7.862389718,0.694380318,0.64079303,0.945177244,0.410615708
glass149.png,glass,4.583979289,7.929752738,21.96100362,39.48194376,27.19859823,53.05243654,73.77205067,2.623289571,0.779767037,0.72516891,0.983680829,0.525869948
glass149_rot180.png,glass,4.583979289,7.929752738,21.96100362,39.48194376,27.19859823,53.05243654,73.77205067,2.623289571,0.779767037,0.72516891,0.983680829,0.525869948
glass149_rot270.png,glass,4.583979289,7.929752738,21.96100362,39.48194376,27.19859823,53.05243654,300.2313345,5.612992662,0.741808144,0.7109942,0.934216514,0.505512752
glass149_rot90.png,glass,4.583979289,7.929752738,21.96100362,39.48194376,27.19859823,53.05243654,300.2313345,5.612992662,0.741808144,0.7109942,0.934216514,0.505512752
glass151.png,glass,17.83252462,42.29666207,22.3364563,48.04376374,25.39219157,48.40244347,289.3721441,5.833549063,0.736381838,0.698108045,0.924538639,0.487354843
glass151_rot180.png,glass,17.83252462,42.29666207,22.3364563,48.04376374,25.39219157,48.40244347,289.3721441,5.833549063,0.736381838,0.698108045,0.924538639,0.487354843
glass151_rot270.png,glass,17.83252462,42.29666207,22.3364563,48.04376374,25.39219157,48.40244347,469.4887451,7.846666804,0.717163569,0.686944388,0.877949451,0.471892593
glass151_rot90.png,glass,17.83252462,42.29666207,22.3364563,48.04376374,25.39219157,48.40244347,469.4887451,7.846666804,0.717163569,0.686944388,0.877949451,0.471892593
glass152.png,glass,18.84999084,32.33746926,33.01743571,63.22539645,24.46190389,45.65599704,196.3194753,4.143593853,0.758630764,0.723043631,0.934364317,0.522792092
glass152_rot180.png,glass,18.84999084,32.33746926,33.01743571,63.22539645,24.46190389,45.65599704,196.3194753,4.143593853,0.758630764,0.723043631,0.934364317,0.522792092
glass152_rot270.png,glass,18.84999084,32.33746926,33.01743571,63.22539645,24.46190389,45.65599704,518.4276674,7.998670432,0.740936492,0.715377895,0.82708651,0.511765532
glass152_rot90.png,glass,18.84999084,32.33746926,33.01743571,63.22539645,24.46190389,45.65599704,518.4276674,7.998670432,0.740936492,0.715377895,0.82708651,0.511765532
glass161.png,glass,4.582463582,22.25401733,14.14878845,48.1198617,5.308690389,20.16698406,46.84473619,1.308401134,0.915728457,0.897083955,0.903884739,0.804759622
glass161_rot180.png,glass,4.582463582,22.25401733,14.14878845,48.1198617,5.308690389,20.16698406,46.84473619,1.308401134,0.915728457,0.897083955,0.903884739,0.804759622
glass161_rot270.png,glass,4.582463582,22.25401733,14.14878845,48.1198617,5.308690389,20.16698406,156.1105912,2.846285455,0.901952433,0.892568569,0.680678473,0.79667865
glass161_rot90.png,glass,4.582463582,22.25401733,14.14878845,48.1198617,5.308690389,20.16698406,156.1105912,2.846285455,0.901952433,0.892568569,0.680678473,0.79667865
glass162.png,glass,13.07780965,15.61980247,44.59723409,57.92722864,25.72655741,35.91201177,231.1263663,4.992017998,0.649994214,0.531446765,0.893726989,0.282435664
glass162_rot180.png,glass,13.07780965,15.61980247,44.59723409,57.92722864,25.72655741,35.91201177,231.1263663,4.992017998,0.649994214,0.531446765,0.893726989,0.282435664
glass162_rot270.png,glass,13.07780965,15.61980247,44.59723409,57.92722864,25.72655741,35.91201177,253.5212473,5.552610694,0.62675988,0.534079346,0.882834105,0.285240747
glass162_rot90.png,glass,13.07780965,15.61980247,44.59723409,57.92722864,25.72655741,35.91201177,253.5212473,5.552610694,0.62675988,0.534079346,0.882834105,0.285240747
glass163.png,glass,10.93368022,15.70577368,32.62891642,46.25097262,52.42843628,65.33043277,539.3788985,10.13222695,0.582399134,0.537733284,0.929219865,0.289157085
glass163_rot180.png,glass,10.93368022,15.70577368,32.62891642,46.25097262,52.42843628,65.33043277,539.3788985,10.13222695,0.582399134,0.537733284,0.929219865,0.289157085
glass163_rot270.png,glass,10.93368022,15.70577368,32.62891642,46.25097262,52.42843628,65.33043277,473.4679667,8.444786857,0.588092551,0.536179038,0.937946445,0.28748796
glass163_rot90.png,glass,10.93368022,15.70577368,32.62891642,46.25097262,52.42843628,65.33043277,473.4679667,8.444786857,0.588092551,0.536179038,0.937946445,0.28748796
glass166.png,glass,8.774617513,23.01136398,22.4892629,65.91432738,13.77381388,37.69054195,151.0106838,2.49000452,0.884338418,0.858629133,0.914663095,0.737243988
glass166_rot180.png,glass,8.774617513,23.01136398,22.4892629,65.91432738,13.77381388,37.69054195,151.0106838,2.49000452,0.884338418,0.858629133,0.914663095,0.737243988
glass166_rot270.png,glass,8.774617513,23.01136398,22.4892629,65.91432738,13.77381388,37.69054195,322.6029539,4.160620053,0.86937366,0.852339222,0.818220246,0.72648215
glass166_rot90.png,glass,8.774617513,23.01136398,22.4892629,65.91432738,13.77381388,37.69054195,322.6029539,4.160620053,0.86937366,0.852339222,0.818220246,0.72648215
glass169.png,glass,9.125233968,22.53401749,7.242904663,20.62955316,32.82597351,63.07762953,225.7981077,3.887748603,0.792558566,0.758456643,0.970227134,0.575256479
glass169_rot180.png,glass,9.125233968,22.53401749,7.242904663,20.62955316,32.82597351,63.07762953,225.7981077,3.887748603,0.792558566,0.758456643,0.970227134,0.575256479
glass169_rot270.png,glass,9.125233968,22.53401749,7.242904663,20.62955316,32.82597351,63.07762953,213.2178224,3.813283311,0.792776087,0.757969702,0.971953147,0.574518069
glass169_rot90.png,glass,9.125233968,22.53401749,7.242904663,20.62955316,32.82597351,63.07762953,213.2178224,3.813283311,0.792776087,0.757969702,0.971953147,0.574518069
glass170.png,glass,3.057439168,8.191648203,14.1490682,37.80836008,19.24795532,48.25179551,174.2583724,2.646192883,0.871455139,0.847266173,0.952385125,0.717859967
glass170_rot180.png,glass,3.057439168,8.191648203,14.1490682,37.80836008,19.24795532,48.25179551,174.2583724,2.646192883,0.871455139,0.847266173,0.952385125,0.717859967
glass170_rot270.png,glass,3.057439168,8.191648203,14.1490682,37.80836008,19.24795532,48.25179551,185.2677894,2.676100759,0.871378329,0.846521132,0.949516664,0.716598027
glass170_rot90.png,glass,3.057439168,8.191648203,14.1490682,37.80836008,19.24795532,48.25179551,185.2677894,2.676100759,0.871378329,0.846521132,0.949516664,0.716598027
glass171.png,glass,8.364863078,20.65081781,7.825663249,18.14560112,33.40596008,63.05650409,178.2098332,3.416070842,0.797573606,0.75453397,0.976219878,0.569321513
glass171_rot180.png,glass,8.364863078,20.65081781,7.825663249,18.14560112,33.40596008,63.05650409,178.2098332,3.416070842,0.797573606,0.75453397,0.976219878,0.569321513
glass171_rot270.png,glass,8.364863078,20.65081781,7.825663249,18.14560112,33.40596008,63.05650409,304.3704341,4.121980129,0.786791449,0.750826952,0.959480752,0.563741112
glass171_rot90.png,glass,8.364863078,20.65081781,7.825663249,18.14560112,33.40596008,63.05650409,304.3704341,4.121980129,0.786791449,0.750826952,0.959480752,0.563741112
glass174.png,glass,15.91812134,10.17769469,39.8102773,27.23783432,108.9101563,72.50319126,326.1398956,8.537875986,0.381418632,0.274075962,0.965029984,0.075117633
glass174_rot180.png,glass,15.91812134,10.17769469,39.8102773,27.23783432,108.9101563,72.50319126,326.1398956,8.537875986,0.381418632,0.274075962,0.965029984,0.075117633
glass174_rot270.png,glass,15.91812134,10.17769469,39.8102773,27.23783432,108.9101563,72.50319126,275.5661383,7.010543783,0.40616199,0.274470959,0.970474792,0.075334307
glass174_rot90.png,glass,15.91812134,10.17769469,39.8102773,27.23783432,108.9101563,72.50319126,275.5661383,7.010543783,0.40616199,0.274470959,0.970474792,0.075334307
glass176.png,glass,7.903055827,9.665770806,20.243337,31.55775818,55.60845439,74.13439393,115.8067113,4.453119864,0.633396986,0.546460357,0.988395552,0.298618922
glass176_rot180.png,glass,7.903055827,9.665770806,20.243337,31.55775818,55.60845439,74.13439393,115.8067113,4.453119864,0.633396986,0.546460357,0.988395552,0.298618922
glass176_rot270.png,glass,7.903055827,9.665770806,20.243337,31.55775818,55.60845439,74.13439393,485.3391274,7.798817818,0.600946242,0.530387417,0.951465152,0.281310812
glass176_rot90.png,glass,7.903055827,9.665770806,20.243337,31.55775818,55.60845439,74.13439393,485.3391274,7.798817818,0.600946242,0.530387417,0.951465152,0.281310812
glass181.png,glass,5.492090861,13.62358542,6.193791707,16.69904702,25.30905151,54.05909667,199.5521142,3.829696746,0.815680819,0.791121194,0.964254081,0.625872744
glass181_rot180.png,glass,5.492090861,13.62358542,6.193791707,16.69904702,25.30905151,54.05909667,199.5521142,3.829696746,0.815680819,0.791121194,0.964254081,0.625872744
glass181_rot270.png,glass,5.492090861,13.62358542,6.193791707,16.69904702,25.30905151,54.05909667,565.4056213,7.1763172,0.797812888,0.781930432,0.898978133,0.6114152
glass181_rot90.png,glass,5.492090861,13.62358542,6.193791707,16.69904702,25.30905151,54.05909667,565.4056213,7.1763172,0.797812888,0.781930432,0.898978133,0.6114152
glass184.png,glass,7.814748128,9.551264728,15.70438131,20.06874747,56.27698771,69.72196661,501.4394621,8.382139629,0.603717883,0.555869338,0.944201885,0.308990721
glass184_rot180.png,glass,7.814748128,9.551264728,15.70438131,20.06874747,56.27698771,69.72196661,501.4394621,8.382139629,0.603717883,0.555869338,0.944201885,0.308990721
glass184_rot270.png,glass,7.814748128,9.551264728,15.70438131,20.06874747,56.27698771,69.72196661,404.9859932,9.228221883,0.587730045,0.560559643,0.954994471,0.314227114
glass184_rot90.png,glass,7.814748128,9.551264728,15.70438131,20.06874747,56.27698771,69.72196661,404.9859932,9.228221883,0.587730045,0.560559643,0.954994471,0.314227114
glass189.png,glass,6.897247314,13.93340853,8.355056763,14.79203085,40.60582987,69.14840146,234.368035,4.085398176,0.769571724,0.721335135,0.973913818,0.520324377
glass189_rot180.png,glass,6.897247314,13.93340853,8.355056763,14.79203085,40.60582987,69.14840146,234.368035,4.085398176,0.769571724,0.721335135,0.973913818,0.520324377
glass189_rot270.png,glass,6.897247314,13.93340853,8.355056763,14.79203085,40.60582987,69.14840146,317.2919432,4.739533517,0.763559885,0.716983333,0.964927347,0.5140651
glass189_rot90.png,glass,6.897247314,13.93340853,8.355056763,14.79203085,40.60582987,69.14840146,317.2919432,4.739533517,0.763559885,0.716983333,0.964927347,0.5140651
glass195.png,glass,10.33866374,11.68198757,25.46350606,30.19763967,57.55105591,67.74784232,243.4957162,6.440509944,0.598664594,0.537148938,0.97054723,0.288528982
glass195_rot180.png,glass,10.33866374,11.68198757,25.46350606,30.19763967,57.55105591,67.74784232,243.4957162,6.440509944,0.598664594,0.537148938,0.97054723,0.288528982
glass195_rot270.png,glass,10.33866374,11.68198757,25.46350606,30.19763967,57.55105591,67.74784232,233.8229407,6.342121537,0.596458164,0.534946334,0.971742119,0.286167581
glass195_rot90.png,glass,10.33866374,11.68198757,25.46350606,30.19763967,57.55105591,67.74784232,233.8229407,6.342121537,0.596458164,0.534946334,0.971742119,0.286167581
glass198.png,glass,4.777740479,9.988047184,14.60061646,32.9095061,26.95585124,55.88757277,377.8856838,5.69616001,0.791262057,0.769151683,0.930878789,0.591594311
glass198_rot180.png,glass,4.777740479,9.988047184,14.60061646,32.9095061,26.95585124,55.88757277,377.8856838,5.69616001,0.791262057,0.769151683,0.930878789,0.591594311
glass198_rot270.png,glass,4.777740479,9.988047184,14.60061646,32.9095061,26.95585124,55.88757277,284.5257256,4.926327507,0.796087298,0.77008157,0.948087069,0.593025625
glass198_rot90.png,glass,4.777740479,9.988047184,14.60061646,32.9095061,26.95585124,55.88757277,284.5257256,4.926327507,0.796087298,0.77008157,0.948087069,0.593025625
glass201.png,glass,8.808746338,11.05282451,14.0951945,19.0088644,57.01626078,72.79523672,354.6343123,6.966515656,0.630314581,0.582568264,0.964199171,0.339385782
glass201_rot180.png,glass,8.808746338,11.05282451,14.0951945,19.0088644,57.01626078,72.79523672,354.6343123,6.966515656,0.630314581,0.582568264,0.964199171,0.339385782
glass201_rot270.png,glass,8.808746338,11.05282451,14.0951945,19.0088644,57.01626078,72.79523672,451.4143665,7.615739405,0.62649208,0.583898119,0.954476004,0.340937013
glass201_rot90.png,glass,8.808746338,11.05282451,14.0951945,19.0088644,57.01626078,72.79523672,451.4143665,7.615739405,0.62649208,0.583898119,0.954476004,0.340937013
glass207.png,glass,2.546198527,7.926937375,4.611913045,14.73525377,17.96627808,51.13716342,364.3286284,4.709771532,0.879113401,0.86796783,0.92444392,0.753368154
glass207_rot180.png,glass,2.546198527,7.926937375,4.611913045,14.73525377,17.96627808,51.13716342,364.3286284,4.709771532,0.879113401,0.86796783,0.92444392,0.753368154
glass207_rot270.png,glass,2.546198527,7.926937375,4.611913045,14.73525377,17.96627808,51.13716342,465.0467719,5.006957042,0.874686598,0.864213965,0.90383432,0.746865777
glass207_rot90.png,glass,2.546198527,7.926937375,4.611913045,14.73525377,17.96627808,51.13716342,465.0467719,5.006957042,0.874686598,0.864213965,0.90383432,0.746865777
glass208.png,glass,4.3212382,12.21668457,6.065048218,13.83955931,30.10162354,61.74705688,239.795067,3.847602318,0.814015539,0.78232221,0.966445578,0.61202804
glass208_rot180.png,glass,4.3212382,12.21668457,6.065048218,13.83955931,30.10162354,61.74705688,239.795067,3.847602318,0.814015539,0.78232221,0.966445578,0.61202804
glass208_rot270.png,glass,4.3212382,12.21668457,6.065048218,13.83955931,30.10162354,61.74705688,488.7243775,5.52460216,0.804461877,0.776892905,0.931783903,0.603562586
glass208_rot90.png,glass,4.3212382,12.21668457,6.065048218,13.83955931,30.10162354,61.74705688,488.7243775,5.52460216,0.804461877,0.776892905,0.931783903,0.603562586
glass215.png,glass,4.559463501,15.32209202,9.9446462,36.14245132,9.495941162,33.4464779,187.39872,2.705354208,0.914831644,0.906217523,0.884459618,0.821230198
glass215_rot180.png,glass,4.559463501,15.32209202,9.9446462,36.14245132,9.495941162,33.4464779,187.39872,2.705354208,0.914831644,0.906217523,0.884459618,0.821230198
glass215_rot270.png,glass,4.559463501,15.32209202,9.9446462,36.14245132,9.495941162,33.4464779,192.0467719,2.741641243,0.914527921,0.905624806,0.881952282,0.820156289
glass215_rot90.png,glass,4.559463501,15.32209202,9.9446462,36.14245132,9.495941162,33.4464779,192.0467719,2.741641243,0.914527921,0.905624806,0.881952282,0.820156289
glass218.png,glass,5.07413737,14.6014234,15.49543762,42.04442523,29.95037842,64.30634968,456.2456238,6.501458744,0.799202894,0.77802196,0.934280729,0.60531817
glass218_rot180.png,glass,5.07413737,14.6014234,15.49543762,42.04442523,29.95037842,64.30634968,456.2456238,6.501458744,0.799202894,0.77802196,0.934280729,0.60531817
glass218_rot270.png,glass,5.07413737,14.6014234,15.49543762,42.04442523,29.95037842,64.30634968,557.157425,6.907187912,0.791873672,0.773868386,0.919952971,0.598872279
glass218_rot90.png,glass,5.07413737,14.6014234,15.49543762,42.04442523,29.95037842,64.30634968,557.157425,6.907187912,0.791873672,0.773868386,0.919952971,0.598872279
glass219.png,glass,9.43309021,19.92721357,29.04131063,51.79761424,54.44073995,78.36158616,987.8996343,12.22882766,0.637037843,0.600110524,0.901368854,0.360132641
glass219_rot180.png,glass,9.43309021,19.92721357,29.04131063,51.79761424,54.44073995,78.36158616,987.8996343,12.22882766,0.637037843,0.600110524,0.901368854,0.360132641
glass219_rot270.png,glass,9.43309021,19.92721357,29.04131063,51.79761424,54.44073995,78.36158616,897.6873454,11.38244146,0.643256034,0.60296654,0.910410802,0.363568648
glass219_rot90.png,glass,9.43309021,19.92721357,29.04131063,51.79761424,54.44073995,78.36158616,897.6873454,11.38244146,0.643256034,0.60296654,0.910410802,0.363568648
glass221.png,glass,2.395517985,8.171799604,6.528457642,17.37175338,17.66651917,48.27255814,284.941116,3.503266765,0.875781662,0.854807603,0.929556095,0.730696039
glass221_rot180.png,glass,2.395517985,8.171799604,6.528457642,17.37175338,17.66651917,48.27255814,284.941116,3.503266765,0.875781662,0.854807603,0.929556095,0.730696039
glass221_rot270.png,glass,2.395517985,8.171799604,6.528457642,17.37175338,17.66651917,48.27255814,86.33078929,1.907491961,0.885061069,0.859688414,0.978689115,0.739064169
glass221_rot90.png,glass,2.395517985,8.171799604,6.528457642,17.37175338,17.66651917,48.27255814,86.33078929,1.907491961,0.885061069,0.859688414,0.978689115,0.739064169
glass222.png,glass,3.440470378,15.22104272,5.726699829,21.50793,11.04766337,38.22067276,172.4657914,2.669450608,0.908984264,0.90195329,0.931776723,0.813519737
glass222_rot180.png,glass,3.440470378,15.22104272,5.726699829,21.50793,11.04766337,38.22067276,172.4657914,2.669450608,0.908984264,0.90195329,0.931776723,0.813519737
glass222_rot270.png,glass,3.440470378,15.22104272,5.726699829,21.50793,11.04766337,38.22067276,239.1910249,3.21547246,0.905753694,0.899068905,0.905667143,0.808324895
glass222_rot90.png,glass,3.440470378,15.22104272,5.726699829,21.50793,11.04766337,38.22067276,239.1910249,3.21547246,0.905753694,0.899068905,0.905667143,0.808324895
glass225.png,glass,1.941823324,5.84307654,7.025563558,25.07429223,14.44605001,44.86480329,108.8949704,2.040588018,0.901008503,0.887383562,0.968722465,0.787449586
glass225_rot180.png,glass,1.941823324,5.84307654,7.025563558,25.07429223,14.44605001,44.86480329,108.8949704,2.040588018,0.901008503,0.887383562,0.968722465,0.787449586
glass225_rot270.png,glass,1.941823324,5.84307654,7.025563558,25.07429223,14.44605001,44.86480329,277.9893944,3.511997032,0.893512547,0.883203607,0.92038931,0.780048612
glass225_rot90.png,glass,1.941823324,5.84307654,7.025563558,25.07429223,14.44605001,44.86480329,277.9893944,3.511997032,0.893512547,0.883203607,0.92038931,0.780048612
glass229.png,glass,7.458343506,23.10748924,10.1427002,31.35765509,10.36983236,29.71759617,145.530911,2.513416338,0.869132156,0.83255499,0.908206486,0.693147812
glass229_rot180.png,glass,7.458343506,23.10748924,10.1427002,31.35765509,10.36983236,29.71759617,145.530911,2.513416338,0.869132156,0.83255499,0.908206486,0.693147812
glass229_rot270.png,glass,7.458343506,23.10748924,10.1427002,31.35765509,10.36983236,29.71759617,270.9132586,4.010780838,0.846013921,0.826726151,0.829616998,0.683476129
glass229_rot90.png,glass,7.458343506,23.10748924,10.1427002,31.35765509,10.36983236,29.71759617,270.9132586,4.010780838,0.846013921,0.826726151,0.829616998,0.683476129
glass23.png,glass,14.77723694,20.80317861,38.02526347,60.53696338,64.84416199,74.97280819,845.3435548,13.01793639,0.534046294,0.482251506,0.916022874,0.232566516
glass231.png,glass,8.307383219,25.1326281,14.10013326,37.09207092,11.18122864,28.56247486,228.0163646,3.917529586,0.831775066,0.806480949,0.827702317,0.650411521
glass231_rot180.png,glass,8.307383219,25.1326281,14.10013326,37.09207092,11.18122864,28.56247486,228.0163646,3.917529586,0.831775066,0.806480949,0.827702317,0.650411521
glass231_rot270.png,glass,8.307383219,25.1326281,14.10013326,37.09207092,11.18122864,28.56247486,106.7865116,1.984287393,0.86816601,0.81371891,0.918627464,0.662138465
glass231_rot90.png,glass,8.307383219,25.1326281,14.10013326,37.09207092,11.18122864,28.56247486,106.7865116,1.984287393,0.86816601,0.81371891,0.918627464,0.662138465
glass232.png,glass,9.508514404,11.24375273,17.18239848,20.40387526,62.69966125,73.55544843,367.8506842,7.245623767,0.599426343,0.535968449,0.962989083,0.287262179
glass232_rot180.png,glass,9.508514404,11.24375273,17.18239848,20.40387526,62.69966125,73.55544843,367.8506842,7.245623767,0.599426343,0.535968449,0.962989083,0.287262179
glass232_rot270.png,glass,9.508514404,11.24375273,17.18239848,20.40387526,62.69966125,73.55544843,496.6271232,7.956361313,0.594387635,0.532746779,0.950075101,0.283819131
